Scientific name,Common name,Overall category,Category triggered by rate of population reduction (Criterion A),Optimistic decline10years,Pessimistic decline10years,Median decline10years,Optimistic category10years,Pessimistic category10years,Median category10years,Revised optimistic category10years,Revised pessimistic category10years,Revised median category10years,Optimistic decline3gens,Pessimistic decline3gens,Median decline3gens,Revised optimistic category3gens,Revised pessimistic category3gens,Revised median category3gens,Optimistic category3gens,Pessimistic category3gens,Median category3gens
Ploceus preussi,Preuss's Weaver,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ploceus dorsomaculatus,Yellow-capped Weaver,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ploceus olivaceiceps,Olive-headed Weaver,NT,NT,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Ploceus nicolli,Usambara Weaver,EN,LC,0.01,0.16,0.08,LC,LC,LC,EN,EN,EN,0.01,0.16,0.08,LC,LC,LC,EN,EN,EN
Ploceus insignis,Brown-capped Weaver,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ploceus angolensis,Bar-winged Weaver,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ploceus sanctithomae,Sao Tome Weaver,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ploceus flavipes,Yellow-legged Weaver,VU,LC,0.01,0.16,0.08,LC,LC,LC,VU,VU,VU,0.01,0.17,0.09,LC,LC,LC,VU,VU,VU
Malimbus coronatus,Red-crowned Malimbe,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Malimbus cassini,Cassin's Malimbe,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Malimbus racheliae,Rachel's Malimbe,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Malimbus ballmanni,Gola Malimbe,EN,EN,0.47,0.78,0.63,VU,EN,EN,VU,EN,EN,0.5,0.79,0.65,EN,EN,EN,EN,EN,EN
Malimbus scutatus,Red-vented Malimbe,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Malimbus ibadanensis,Ibadan Malimbe,EN,LC,0.01,0.18,0.09,LC,LC,LC,EN,EN,EN,0.01,0.18,0.09,LC,LC,LC,EN,EN,EN
Malimbus nitens,Blue-billed Malimbe,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Malimbus rubricollis,Red-headed Malimbe,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
